Label,sentence
단말>리모컨작동불가>택배발송,등록리모컨 작동이상 채널 한쪽 방향 안됨택배 등록 리모컨
단말>리모컨작동불가>택배발송,리모컨기가 지니리모콘 일부 작동 불 여러 번 누르거나 오작동된다고 함택배 교체 요청 전 송 후 등록함
AS접수/변경>임대단말 분실/파손,원리모컨 떨어뜨리고 몇몇 버튼 떨어짐 리모컨 비용 청구됨 안내 접수 거부
실시간 채널>화질 이상,화면 안 나옴소리만 나옴재부팅 후 정상
단말>리모컨작동불가>택배발송,리모컨 무료 배송 일본인 리모컨 오작동 채널 아래 버튼 작동 불리셋해도 동일 매장 방문 불가등기 배송 안내 통합 설정 발송
AS접수/변경>장비리셋 후 재사용 요청,일리셋티 수신 불리셋추티업 실패
실시간 채널>수신 불량,시시수신불
실시간 채널>수신 불량,수신불
데이터서비스>접속 지연/끊김,인티접속 끊어짐 장비리셋 안 되면 다시 연락주신다고 하심 모뎀 정상
실시간 채널>네트워크 오류,독촉 차리셋 후 동일네트워크 오류나 옴 연락 후 빠른 방문 요청리셋수신불
단말>리모컨작동불가>택배발송,리모컨 택배 발송 등록완
단말>리모컨작동불가>M&S내방안내,리모컨 작동 불직 영점 안내대리인
실시간 채널>수신 불량,수신 불어 제 입주하셨는데 셋탑 전원선이 없다고도 하심
AS접수/변경>장비리셋 후 재사용 요청,일리셋 접수 거실 지니 셋 탑 전원 불적색 상태 셋탑리셋
실시간 채널>수신 불량,일부 채널 안 나옴셋탑재 부팅해도 안 됨
단말>리모컨작동불가>택배발송,기가 지니리모콘 음량 버튼 등 시 시작동 불재부팅 후 정상 사용됨 재부팅 후 정상 사용은 되지만 고객님 자주 문제가 있다고 하시며 교체 요청하여 교체도 안내해드림택배 배송으로 에배송 등록함 리모컨
실시간 채널>화질 이상,임의층 대화면 안나옴 음성 정상접수 보류
AS접수/변경>임대단말 분실/파손,리모콘 파손 택배 발송 안내등록
"고객원인>부주의, ID/PW 분실 등",코로나 이 상무재확인 필 대선 연결 요청임의 대중대선 연결 요청플라자 대리신고 건 리모델링 후선 뺏다가 다시 꼽아도 안됨 방문하여 선재 연결 요청 위치 변동 없다고 함인입
실시간 채널>화질 이상,멤버십봇 화면이 번쩍거림 리셋오후 시분 이후 방문 요청올인 홈 정상
"고객원인>부주의, ID/PW 분실 등",일 오후 부주의 셋탑 어댑터 짤렸다고 함 어댑터 교체 희망코로나 이 상무서비스 계약번로 확인
양방향서비스>양방향서비스 사용불가,실시간 채널 정상 넷플릭스 실행 안됨 전체 장비리셋 안내
AS접수/변경>장비리셋 후 재사용 요청,일리셋 분꼴로 화면이 깜박거림리셋
단말>리모컨작동불가>기타문의,리모컨 작동 불재부팅 후 정상 작동됨
실시간 채널>수신 불량,시청 불외부 입력 장비리셋 동 일정상
단말>리모컨작동불가>택배발송,봇인 리모콘 작동 안됨 건전지 교체 함택배로 올림
단말>리모컨작동불가>현장출동,리모컨 작동 불셋탑 문제인 지리모컨 문제인지 모름 방문 요청연 후방
실시간 채널>수신 불량,층쪽수신 불량신 없음리셋 후 동일 정상
실시간 채널>수신 불량,코로나 이 상무재확인 필수신불 화면이 나오긴 하나 채널이 제대로 나오지 않는다고 함 다른 하나는 채널이 동시 마음대로 징검다리로 넘어간다고 함 방문 요청 정상
고객원인>특이고장,특이 고장 다른 방기가 지니 전 원키면 안방 전원 자동 켜진 다함
단말>리모컨작동불가>택배발송,리모컨 작동 불가 무료 택배 배송 대리인 통합설정
실시간 채널>수신 불량,일시신 없음셋 탑 램프 상태 확인 안내드렸으나 외국인으로 상담 어려움
단말>리모컨작동불가>택배발송,리모컨티비 전원 꺼지는 것만 안됨 통합설정 안됨리모컨 무료배송 요청일 박지영님
실시간 채널>수신 불량,임 의회 선 외부 신고시청 불셋탑 교체 요청하심 연 후방
단말>STB(작동)이상,코로나 이 상무재확인필작동 이상 교체 요청임의회선 접수안내 확인불
실시간 채널>수신 불량,코로나 이 상무재확인필 현장 확인 후 내용인계 당일 방문이 어렵다고 함수신 불화면 안나옴케이블 다운인
단말>리모컨작동불가>기타문의,리모컨 채널이 동 등 안됨 외부 입력 변경 후 정상
실시간 채널>수신 불량,차수시로 수신 불리셋 접수 수신 불리셋 요청하심기가 지니엔지니어 배정되면 꼭꼭 먼저 연락 요망
단말>STB(작동)이상,넷플릭스만 수신 불재부팅 후 정상 사용됨
AS접수/변경>임대단말 분실/파손,일반 문의 리모컨 파손 접수 서비스 번문의 내용 고객님의 마음을 잡는 형주 양입니다 어떤 거땜에 연락주셨을까요 그럼 방문은 그거 연락 가능한 번는 연락주신 분똑같이 기재해 드리면 되는 거죠
단말>STB(작동)이상,원룸 월일 시작동 이상 와이파이 접속 불링크 상태 끊김코로나 이 상무올인원 셋탑에 와이파이로 대 이상 접속하면 그 이상은 접속 안 된다고 함 외부 신고
실시간 채널>화질 이상,리셋 접수 시청 중 화면 멈춤시시로 리모컨 작동안 됨
단말>리모컨작동불가>현장출동,권유성 공연 리모컨 모든 버튼 안됨 밧 데리 교체해 봄 문자보냄 방문하니 리모컨 취급 안한다고 햇다함 코로나 이 상무
단말>리모컨작동불가>M&S내방안내,본인 리모컨 작동 불리모컨 고장 본인 설정법 이용문자 발송
단말>음성인식이상(기가지니),기가 지니 음성인식 잘 안됨연 후방
실시간 채널>수신 불량,수신 불리셋 외부 신고코로나 안내
실시간 채널>수신 불량,김주현 현장과장님 대리접수 건 고객님 댁 현장에서 대리신고 코로나 응대 티비수 신불 정상신
단말>리모컨작동불가>택배발송,리모컨 작동 불가 계속 들어 옴저전력 오작동 택배 등록 리모컨
단말>리모컨작동불가>현장출동,리모컨 작동 불교체햇는데도 동일하다 심셋탑도 같이 점검 요청 리모컨도 교체 요청
실시간 채널>수신 불량,연락 후 수신 불 여러 대 안 됨
실시간 채널>네트워크 오류,차리셋 후 동일리셋 접수 수신 불네트워크 오류
실시간 채널>수신 불량,전 채널이 분미리보기 만 나옴리부팅 안내 잘됨
실시간 채널>화질 이상,리셋 접수건월일티비화질 불량 멈췄다가 나옴리셋 하니 따로 확인 후 동일시 재연락 주신 다함 보류리셋인입
실시간 채널>화질 이상,월일 시 수신 불수신 카드 오류 확인됨 재부팅해도 동일하게 안 됨
실시간 채널>수신 불량,수신 불장 비리셋 안내후 동일 정상
단말>리모컨작동불가>기타문의,명의 자문지원 본인 내방 연락처리모컨 버튼 작동안됨교체
단말>리모컨작동불가>현장출동,코로나 이 상무재확인필두 대중한 대리모컨 작동 불티비 각각 사용된다고 함일 두 시세시 방문 요청건
AS접수/변경>임대단말 분실/파손,오후기가 지니 분 실 현장 직원 분 접수 요청건
단말>리모컨작동불가>M&S내방안내,이 관건 리모컨 좌우 화살표 방향 키 작동 불 다른 버튼은 정상 해당 버튼 리모컨 안 들어 옴대리인 문자 발송업 실패
실시간 채널>수신 불량,수신불 현장 직원 분 대리신고 요청껀 접수만 해달라 하심
실시간 채널>수신 불량,시 이후 최대한 늦게 방문 요청 수신 불리모컨으로 전원제어도 안됨 전 원켜졌다가 자동으로 꺼지는 증상 반복되어 제조사 의뢰받았으나 점검 시 이상 무대 사용 중 정확한 회선 확인 안 되어 임의 접수함 최대한 빠른 방문 요청 반드시 연락 후 방문
AS접수/변경>장비리셋 후 재사용 요청,일리셋 접수 티비수 신불
AS접수/변경>장비리셋 후 재사용 요청,리셋 접수 넷플릭스 안 됨
단말>STB(작동)이상,연 후방 스마트와 기가 지니 연결해 두셨음 기가 지니 대기 모드로 둔 상태에서 자체의 기능을 위해 리모컨으로 켜서 사용하시다가 리모컨으로 끄신 후기가 지니 이용 위해기가 지니리모컨으로 켤 때 신 없음이 항상 나옴 방문 접수
"고객원인>부주의, ID/PW 분실 등",월일 오후 수신 불이 사후 연결했는데 시청 안 되신 다심 방문 연결 요청 바코드 확인
실시간 채널>수신 불량,에서 안됨임의 접수 뒤 연결된 선이 끊어짐 코로나 안내
실시간 채널>네트워크 오류,수신 불인터넷 연결 나옴리셋 안내
실시간 채널>수신 불량,연락 후 스카이 시청 불올레티비 안됨 잦은 고장해지 요청 정확한 점검원
실시간 채널>수신 불량,일시 임의 수신 불직원 대리접수 요청함
AS접수/변경>장비리셋 후 재사용 요청,일리셋 화면이 나왔다 안 나왔다 함리셋 복잡양해구함
AS접수/변경>장비리셋 후 재사용 요청,월일리셋 접수 수신불
실시간 채널>수신 불량,플라자 이옥주 직원 대리접수건 코로나 이 상무방문 시 재확인필 시청 불임의 셋탑 접수함
실시간 채널>수신 불량,수신불 현장 직원 분 대리신고 요청껀 접수만 해달라 하심
실시간 채널>수신 불량,군부대 임기 사정보 미리 확인 후 연락 요청함 수신불
실시간 채널>수신 불량,수신 불 최대한 빠른 방문 요청
단말>STB(작동)이상,장애인 셋톱 불량 티비시청 중에셋톱 전원이 꺼진다고 함 셋톱 점검 및 외부에 전주에 단자함 뚜겅이 열려 있다고 함단자 함 뚜겅도 점검 원함 같이 점검요
단말>STB(작동)이상,넷플릭스 이용 안 됨
AS접수/변경>장비리셋 후 재사용 요청,리셋 접수 화질 끊김
원인불명>조치 전 자연 회복,시청 불전원 안 켜진다 심상담 중 확인시 정상 작동 확인됨인
단말>리모컨작동불가>택배발송,리모컨 전원외 채널 상향 볼륨 상향 버튼 등 일부 작동 불무료 배송 등록함
실시간 채널>수신 불량,수신 불연 후방
실시간 채널>수신 불량,수신 불접속 불임의 접수코로나 이 상무
단말>리모컨작동불가>택배발송,배송 접수 리모컨 작동 불등록해 드림
실시간 채널>수신 불량,코로나 이 상무재확인 필수신불링크 상태 끊김
실시간 채널>수신 불량,수신 불연 후방
실시간 채널>수신 불량,수신불 현장 직원 분 대리신고 요청껀 접수만 해달라 하심
실시간 채널>수신 불량,용수평티비수 신불셋탑 교체 바람 직원 대리신고
AS접수/변경>장비리셋 후 재사용 요청,리셋 접수와 이파이 접속 불티비만 켜면 와이파이 사설 공유기 연결이 안 된다고 하심 셋톱 와이파이 재부팅 안내 정상
실시간 채널>네트워크 오류,코로나 이 상무재확인필코로나자가 격리 중이라 심 내방 어려움 안내외부 점검하고 확인 연락 요청 요청 후 접수 진행 확인 티비시청 불네트워크 오류 장비 재부팅 올인홈모뎀 비정상 링크끊김인 연후방
실시간 채널>수신 불량,티비시 시 수신불 처음 키면 바로 화면 안 나오고 티비셋탑을 다시 재부팅해야 한다함임의 접수 연락 후 방문
실시간 채널>수신 불량,수신 불넷플릭스도 안됨연 후방
실시간 채널>수신 불량,케이블로 연결시 수신불컴 포넌트 연결 시 수신 정상화질 불량기존에 개케이블로 사용 잘 됐었다 심연 후방
AS접수/변경>장비리셋 후 재사용 요청,일리셋 수신 불리셋인 입
단말>리모컨작동불가>택배발송,리모컨 작동 불가택배 발송 등록 시간 소요 통합설정 페어링 설정 문자전송
단말>리모컨작동불가>현장출동,리모컨 작동 불교체 요청연 후방업 실패 문자 발송
단말>리모컨작동불가>택배발송,유시안성은 희경상남도 창원시 성산구 동산로 상남동대동아파트 동기가 지니 개성은 희
실시간 채널>수신 불량,코로나 이 상무수신 불시험불
실시간 채널>수신 불량,수신불 현장 직원 분 대리신고 요청껀 접수만 해달라 하심
실시간 채널>수신 불량,코로나 이 상무임의 시청 안 됨 일시시 방문요
AS접수/변경>장비리셋 후 재사용 요청,리셋 수신불
실시간 채널>수신 불량,빠른 방문 요청 코로나 이 상무재확인 필수신불 앞에 공사 중이라 함모뎀 비정상인
AS접수/변경>장비리셋 후 재사용 요청,리셋 접수 티비수 신불리셋 안내
단말>리모컨작동불가>현장출동,리모컨 작동 불채널이 동안 됨
단말>리모컨작동불가>기타문의,리모컨 오동작 관련으로 리콜드렸으나 통화불인 입번동 일발 신 종료 발송
실시간 채널>수신 불량,코로나 이 상무재확인 필수신불엔지니어 통화하심 접수만 요청인
실시간 채널>채널편성표 없음,대중한 대기본 시청은 가능하나 채널정보 표시 안됨리모컨도 전원 버튼 빠져 있어 사용 안됨 함께 확인 요청
실시간 채널>수신 불량,수신불 현장 직원 분 대리신고 요청껀 접수만 해달라 하심
"고객원인>부주의, ID/PW 분실 등",선뺐다가 다시 꽂았는데 수신불
단말>음성인식이상(기가지니),연음성인식 안됨 전원 선재 연결안내
"고객원인>부주의, ID/PW 분실 등",코로나 이 상 무선 연결 요청
실시간 채널>수신 불량,코로나 이 상무재확인 필티 수신불임의회선 접수안내 확인불
단말>리모컨작동불가>기타문의,리모컨 비정상 건전지 확인 안내 확인 후 다시 연락한 다함
실시간 채널>수신 불량,수신불 현장 직원 분 대리신고 요청껀 접수만 해달라 하심
단말>STB(작동)이상,내넷플 시청 안됨 개통 관련으로 방문했던 엔지니어 말고 다른 엔지니어 방문 요청
단말>리모컨작동불가>택배발송,리모컨 일부 버튼 작동 불자녀분이 작동이 잘 안 된다고 신고라 하고 했다 함 외부 신고정확히 모르심재부팅 제시택배 요청 등록 리모컨 재부팅
"고객원인>부주의, ID/PW 분실 등",독촉 티비본 체 변경 후선안 맞음인 느림같이 점검 요청
실시간 채널>화질 이상,화면이 한쪽으로 쏠림 현상 나옴티비 새로 샀는데 그럼 엘지에 문의하니 셋탑 문제 같다고 함연 후방
고객원인>증설/구내선 정리요청,코로나 이 상무재확인 필티비구내선 세입자층 임의 새로 이사오시는 세입자 분정상신
실시간 채널>화질 이상,티비두 대시청 중 화면 끊김 연후방
단말>리모컨작동불가>택배발송,리모컨 작동불
실시간 채널>음성 이상,올레티비 소리가 안 나 옴셋탑리셋해봄
실시간 채널>수신 불량,차리셋 후 동일 외부 입력 맞추고 정상 사용됨리셋 접수 수신불
실시간 채널>수신 불량,시청 중 끊김 수시 시청 불코로나무 미리 연락요
실시간 채널>채널편성표 없음,실시간 방송 가능하나 예약방송이 안 된다고 함확인 버튼 눌렀을 때 채널 정보 표시되지 않는다고 함셋탑리셋셋탑 교체받은 이후 안 된다고 하심 방문해서 점검 요청
단말>STB(작동)이상,다음 방송예약 기능이 아예 안됨쇼핑 실시간으로 나오는 상품 말고 상품 찾아보는 기능이 있는데서비스가 원활하지 않음 뜨면서 안 된다고 함연 후방
단말>STB(작동)이상,에서 리모컨 수신 안됨리셋 후 동일 방문 시 리모컨도 교체해달라고 하심
실시간 채널>화질 이상,화질 불량 화면 꺼짐 현상 연락 방문
실시간 채널>음성 이상,코로나 이 상무화면은 잘 나오나 소리가 안 나 옴장비재부팅 시 잠깐 소리 나오나 동일 문제 반복된다 하심 배정시 미리 연 후방
AS접수/변경>장비리셋 후 재사용 요청,리셋 접수 수신불
실시간 채널>수신 불량,전 원 켜면 화면 안 나오는 현상 반복 여러 번 재부팅 시도 해야만 화면 나오는 현상 반복 고장 접수
실시간 채널>수신 불량,일부 채널 안 나옴
AS접수/변경>장비리셋 후 재사용 요청,리셋 접수 티비화면에 노이즈리셋리 부팅 안내
"고객원인>부주의, ID/PW 분실 등",사용 스마트 기능 이용 넷플릭스 수신 불재부팅 안내 제조사로 넷플릭스 고객센터로 이관
실시간 채널>수신 불량,빠른 방문 요청 코로나 이 상무방문 전재확인 요망수신 불원룸임의 접수올인 홈모뎀 정상인입
실시간 채널>수신 불량,코로나 이 상무재확인 필리셋 접수 건수신불미가 입 채널 메세지나 옴재전송리셋해도 동일
실시간 채널>수신 불량,시청 불입력신 없음재부팅 후 정상 사용됨
단말>리모컨작동불가>택배발송,김노근 주소동일 경상북도 경산시 남산면 무지미길으로 수령 요청리모컨 작동 불 지난 일배송 시에 지니리모컨 아닌 다른 리모컨 왔다고 함지니 리모컨 다시 무료 배송 등록함
실시간 채널>수신 불량,수신 불화면 멈춤 꼼꼼하게 점검 요청 코로나 안내
"고객원인>부주의, ID/PW 분실 등",새로 입주 수신카드 오류카스 재전송 후 정상
단말>리모컨작동불가>택배발송,인리모컨 작동 불택배 무료배송 문자 전송
고객원인>증설/구내선 정리요청,셋탑 어디에 연결된 건지 확인 요청 접수 보류
단말>리모컨작동불가>택배발송,지니리모컨 작동 불가택배 발송 안내 후 접수
실시간 채널>수신 불량,수신 불 빠른 방문 독촉 민원
부가/지능망서비스>이용불가>이용 불가(유선),쿠폰티비시청 불가하다 함신없음셋 탑 전 원켜니티 비시청 가능하며 음성명령실행도 가능함 확인
단말>STB(작동)이상,작동 전원
AS접수/변경>임대단말 분실/파손,원셋탑 구분 불리모컨 버튼 다 빠짐 내 방안내 대리인인 입
실시간 채널>화질 이상,취소 건 발생 시 최대한 앞당겨 달라 심리셋 접수건 화면만 안나옴 음성 정상장비 발열 현상 있다고 확인 요청
AS접수/변경>임대단말 분실/파손,리모컨 자꾸 떨어뜨려 고장난다며 새 리모컨 신청 요청하여 택배 배송 신청해 드림인 입 배우자
VOD/컨텐츠>메뉴 실행 불가,임의 메뉴 실행 불가 방문 전 연락요
AS접수/변경>장비리셋 후 재사용 요청,리셋 접수 화질이상 화면 게속 끊기고 깨짐
단말>리모컨작동불가>택배발송,리콜 건 리모컨 채널 변경 버튼 작동잘 안 됨 교체로 택배 배송 등록
실시간 채널>수신 불량,당일 부활 미납 요금 납부 후 수신불임의회선안방 정상인
단말>STB(작동)이상,리모컨지참 셋 탑 전원 불량 리모컨도 교체 요청 코로나 이 상무오후시 방문 요청 신정상
단말>STB(작동)이상,기가 지니온오프 스위치 불량 전원안 들어 옴연 후방
실시간 채널>음성 이상,월일 오전 음성이상 올인원 정상코로나 이 상무재부팅 후에도 동일 증상
실시간 채널>수신 불량,임의선이 빠져서 재연결 요청
단말>리모컨작동불가>택배발송,리모컨 작동 불택배 발송 통합설정 페어링 발송
실시간 채널>수신 불량,수신 불 외부 신고정상
단말>리모컨작동불가>택배발송,리모컨 작동 불채널 버튼 등 작동이 잘 안 됨 다른 버튼들도 잘 안됨 셋탑리셋 등 안내현재 외부 임건 전지 교체함 리모컨 등 오래 사용해서 자주 누르니 버튼 상태 좋지 않다고 불편 교체 원하짐 택배 요청에 고장 교체 리모컨
실시간 채널>수신 불량,차리셋 후 동일당 일부 활리셋티비수 신불
단말>리모컨작동불가>택배발송,기술 리콜기가 지니리모콘 홈 버튼 작동 불 다른 버튼 작동은 정상 외부 신고 상담 확인 불가댁에서 확인시 해당 버튼누르면 리모콘 자체 센서는 켜졌다고 함재부팅해도 안 되었다고 함리모콘 교체 요청 택배 배송으로 에배송 등록함 리모컨
단말>리모컨작동불가>택배발송,리모컨 고장 매장 안내 받았으나 해당 장소에 매장 없음으로 택배 접수
실시간 채널>화질 이상,끊김임의 접수
단말>리모컨작동불가>택배발송,리모컨 고장 무료 택배 대 대리인
AS접수/변경>장비리셋 후 재사용 요청,리셋 접수 티수신불
"고객원인>부주의, ID/PW 분실 등",티비화면이상 전원 해도 티비 전원 환하다고 하심 설명하기 어렵다며 방문 요청함 시청은 정 상임 리모컨 개 교체 요청함 구분 어려움
실시간 채널>수신 불량,수신불
단말>리모컨작동불가>현장출동,리모컨 교체했으나 통합설정 해도 셋탑쪽 작동이 안됨 방문해서 점검 요청 방문 전 연락요 거부
실시간 채널>수신 불량,안됨독촉 심취소 건생기면 앞서 점검 요청
양방향서비스>양방향서비스 사용불가,차리셋 후 동일달째 못 쓰고 계셨다 함 품질 불만 감액 요구지사 선처리함리셋 접수 실시간 채널은 정상 시청됨유투브 이용 안된 다함
"고객원인>부주의, ID/PW 분실 등",전원 안 켜짐 제조사 점검 안내 종료함
실시간 채널>수신 불량,봇코로나 이 상무재확인 필티 화면 끊김리 모컨 작동 불지니인 입
단말>STB(부팅) 이상>부팅중 오류메시지 발생,티비대수 신불로딩 중 셋탑대교체 요청
실시간 채널>수신 불량,코로나 이 상무재확인필 전원을 켜면 바로 시청 안 됨 일시 접수 안내리셋 동일 연락 후
VOD/컨텐츠>네트워크 오류,넷플릭스만 이용 안됨재부팅 후 정상 사용
단말>리모컨작동불가>택배발송,배송 접수 리모컨 작동 불등록해 드림
시설이전>맨홀/전주/단자함/기타,ㅁ서유성 본인 ㅁ 외부 단자함 선정리 요청하십니다
실시간 채널>화질 이상,코로나 이 상무 권유 실패 색상 비정상으로 나옴장비재부팅
단말>STB(작동)이상,셋탑이 저절로 꺼졌다 켜진 다심 연 후방
단말>STB(작동)이상,넷플릭스 끊김도 교체 원함 연락 후 시 이후 원함
단말>리모컨작동불가>M&S내방안내,리모컨 작동 안됨매장 안내리모컨 문자 전송함
단말>리모컨작동불가>현장출동,리모컨 고장으로 방문 교체 요청인 전 불통같이 점검 요청함 통화 후 접수 오전 방문 요청
단말>리모컨작동불가>M&S내방안내,리모컨 고장으로 문자 발송해 드림
단말>리모컨작동불가>현장출동,코로나 이 상무재확인 필리모컨 작동 불모뎀 셋톱재부팅 및 건전지 교체해봐도 동일 현상 반복 리모컨 무료 택배 배송 안내드렸으나 리모컨 문제 아닐 수도 있으니 방문하여 점검 요청하심 정상
AS접수/변경>장비리셋 후 재사용 요청,리셋 접수 수신 불자동채널 검색 메세지리셋 안내
단말>리모컨작동불가>택배발송,리모컨 작동 불가 정상이나 가운대 음량 위 아래 버튼 잘 안 된다고 함 통합설정 해도 동일 거부 등록함 거부업
AS접수/변경>임대단말 분실/파손,리모컨 구매 택배 요청 본인 교체 거부 리모컨 구매로 제주도 플라자 여러 군데 알아봤으나 재고 없다고 고객센터로 요청하라고 함 불편
단말>STB(작동)이상,월일시 시작동 이상기가 지니 전원이 아예 안 켜진다심
실시간 채널>네트워크 오류,차리셋 건 지연 불만 극심함 일 이상 못 보는 게 말이 되냐고 끝도 없는 민원리셋 접수 수신 불네트워크 오류 메시지
실시간 채널>수신 불량,코로나 이 상무재확인 필수신불 화면 안나 옴셋탐오작동인
실시간 채널>화질 이상,시청 중 화면 깨짐
실시간 채널>수신 불량,코로나 이 상무재확인필 채널이 마음대로 이동된다고 함리모컨에선 삐삐 소리 남리셋 포트 정상인입
"고객원인>부주의, ID/PW 분실 등",코로나 이 상무재확인 필 지난번에 인터넷 고장 건으로 와서 엔지니어가 장비 교체해준 이후 자체 유투브 안됨 고객 측 인계했으나 선을 어떻게 뺴면 사용 가능하나 그럼 안 된다 하심엔지니어가 장비 설치 교체 후 안 된다고 내방 요청
AS접수/변경>임대단말 분실/파손,리모컨대 모두 분실코스 등록
실시간 채널>수신 불량,수신불임의 접수
실시간 채널>화질 이상,시반 이후 방문 요청 코로나 이 상무화질이상자 막 깨짐
실시간 채널>수신 불량,수신불
시설관리>기타 KT시설(상세메모기입),서비스 번 계약자 김상도 연락처 신청인 요구사항 품질 관련으로 변경했다가 다시 요청담당시설팀에서 번 전화해서 변경 요청만 하면 알아서 처리해주겠다라고 하심비용 관련한 내용으로 전화 요청 현재는 셋탑재고 없다라고 안내하였지만 기존하고 똑같이 설치 희망한다고 요청
단말>리모컨작동불가>기타문의,기술 리콜 안방 리모컨 전원제어 안 됨 거실 리모컨 가져오면 정상됨하이얼 통합설정 후 정상 사용됨 리모컨
단말>리모컨작동불가>현장출동,리모컨 작동이 상무조건 방문 요청함 방문 전 연락 요청
AS접수/변경>임대단말 회수요청,이번 주 내로 장비 회수 요청하십니 다 담당자님 확인하시어 처리 요청 드립니다 서비스 번인티 통화자 연락 처 진혜빈
AS접수/변경>장비리셋 후 재사용 요청,리셋 접수 티비수 신불리셋 포트 정상
실시간 채널>수신 불량,티비시 시 수신 불셋탑도 오래되어 새로 교체도 요청
실시간 채널>수신 불량,수신 불량 일부 채널 안 나옴 만화채널 다 안됨 방문 전 연락요
실시간 채널>수신 불량,수신 불청소 후선 연결을 하였으나 위성신오류 확인 선재 연결 요청인
단말>스피커이상(기가지니),틀면기가 지니에서 귀뚜라미 소리처럼 뚜루 뚜루 이런 소리가 계속 반복되어 점검 요청 연 후방업 실패
단말>리모컨작동불가>현장출동,기가 지니리모콘 일부 버튼 작동 불로 교체 요청
실시간 채널>수신 불량,수신 불리셋
단말>STB(작동)이상,넷플릭스 안 됨
단말>STB(부팅) 이상>부팅중 오류메시지 발생,로딩 중만 뜨고 시청 안됨 리모컨도 오래되서 교체 요청 방문 전 연락 요청
실시간 채널>수신 불량,코로나 이 상무재확인필인티접불 포트리셋
실시간 채널>화질 이상,코로나 이 상무대중대 화면시시끊김연
AS접수/변경>장비리셋 후 재사용 요청,멀티자막이상리셋이 관정상
AS접수/변경>장비리셋 후 재사용 요청,리셋 접수 수신불
단말>리모컨작동불가>기타문의,이 관건 리모컨 메뉴 실행 안됨 홈버튼 눌러도 반응 없음리모컨 정상기가 지니재부팅 후 정상
단말>리모컨작동불가>택배발송,기술 리콜리모컨 작동 불안 들어오며 안됨 건전지 교체해도 동일 리모컨 등록함
실시간 채널>네트워크 오류,일시네트워크 오류로 수신 불량 둘 다 안됨 코로나 증상무
실시간 채널>수신 불량,화면 신 없음
실시간 채널>음성 이상,음성안 나옴셋탑재 부팅 후 정상 사용 가능
"고객원인>부주의, ID/PW 분실 등",케이블 파손되어 문의 고객별도 구입해야 함 안내
실시간 채널>수신 불량,신미약 수신불세탑재 부팅
단말>리모컨작동불가>기타문의,리모컨 쪽 음량제어 불통합 설정안내 접수 보류
실시간 채널>수신 불량,차리셋 후 동일 리모컨도 안됨같이 점검 요청월일리셋 접수 수신불
실시간 채널>화질 이상,시청 중 끊김 현상 있음
단말>리모컨작동불가>현장출동,코로나 이 상무재확인 필리모컨 방문 접수기가 지니 방문 시간 최대한 오후 시에 가깝게 방문 요청하심 방문 전 연락필
데이터서비스>접속 지연/끊김,코로나 이 상무재확인 필티비수신 끊긴 지연 시청 중 계속 끊긴다고 하심 정상신
단말>리모컨작동불가>택배발송,리모컨 배송처리 신지혜 울산 중구 함월길성안동빌 화이트 일반 개신 지혜
"고객원인>부주의, ID/PW 분실 등",입주 후선 연결 요청임의
단말>리모컨작동불가>M&S내방안내,안내리모컨 작동이 상 채널 버튼 안됨 다른 버튼 정확히 모름 현재 외부 재부팅 안내리모컨 안내리모컨
실시간 채널>전환 지연,전환 지연채널이나 편성표에서 이동 시 속도 느림재 부팅해도 동일
단말>리모컨작동불가>택배발송,리모컨 작동 불택배 접수
실시간 채널>수신 불량,코로나 이 상무방 시청 불재부팅해도 동일 비정상연번
실시간 채널>수신 불량,시시수신 불연 후방
단말>리모컨작동불가>택배발송,채널버튼 노후로 접지 불량 교체 요청 배송 접수
AS접수/변경>장비리셋 후 재사용 요청,리셋 접수 수신 불셋탑초록 불에서 꺼도 안 바뀐다고함
단말>리모컨작동불가>택배발송,본인 리모컨 작동 불등록 안내
실시간 채널>수신 불량,수신 불주소 확인
실시간 채널>수신 불량,리셋 건수신불재부팅 후 동일연 후방
데이터서비스>접속 지연/끊김,티비셋 톱 개 맞교체
실시간 채널>수신 불량,차리셋해도 동일 연락 후 방문요일 리셋 접수 티비수 신불
"고객원인>부주의, ID/PW 분실 등",바코드 확인 원룸 새로 입주 티비 및 인터넷선 연결 못하는 부분으로 방문요연 후방 네티스 공유기도 자체적으로 사용한다고 같이 선 연결 요청일 오전시
단말>리모컨작동불가>현장출동,리모컨 작동 불불 정상셋 탑재부팅 후 동일페어링 시도 반응 없음 다른 리모컨으로 정상 매장 없음택배 불가 모델 방문 접수 리모컨
단말>STB(작동)이상,셋탑 교체 요청일시안내 전원 꺼짐
실시간 채널>화질 이상,지지 직거림 코로나 이상무
단말>리모컨작동불가>M&S내방안내,리모컨 작동 불저전력 모드가 계속 눌려져 있음 본인 직영점 안내 안내
원인불명>조치 전 자연 회복,티비안됨회선 확인 중 상담 중 껐다켰다 하니 다시 나온 다심
실시간 채널>수신 불량,시 이후 방문 요청 방문 사전 연락 요청 수신 불점검 요청
실시간 채널>수신 불량,티수신불
단말>STB(부팅) 이상>부팅중 오류메시지 발생,용수평수 신불수신카드오류카스 전송 후 정상 사용됨
실시간 채널>수신 불량,코로나 이 상무재확인 필 거실 수신 불인입
실시간 채널>수신 불량,독촉 수신불임의 연후방
단말>리모컨작동불가>택배발송,무료 택배 접수 발송
